ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,X,Y,VICTIMA,ACUSADO
2016-0174,1,2016-12-27,2016,12,27,00:00:00,0.0,AUTOPISTA 25 DE MAYO,AUTOPISTA,None,,,,
2016-0175,1,2016-12-27,2016,12,27,08:15:00,8.0,CNEL RAMON L FALCON Y MEMBRILLAR,CALLE,7,-58.46064174,-34.62960517,PEATON,BICICLETA
2016-0176,1,2016-12-28,2016,12,28,01:41:00,1.0,AV BELGRANO Y AV PASEO COLON,AVENIDA,1,-58.36956186,-34.61232875,MOTO,PASAJEROS
2016-0177,1,2016-12-29,2016,12,29,04:00:00,4.0,ARENALES 3319,CALLE,14,-58.40966671,-34.58788235,PEATON,AUTO
2016-0178,1,2016-12-30,2016,12,30,16:18:00,16.0,REPUBLICA BOLIVARIANA DE VENEZUELA Y SAAVEDRA,CALLE,3,-58.40288226,-34.61544091,PEATON,MULTIPLE
2017-0001,1,2017-01-02,2017,1,2,01:00:00,1.0,AV. JUAN B JUSTO Y ACHUPALLAS,AVENIDA,11,-58.4659423,-34.61028571,MOTO,CARGAS
2017-0003,1,2017-01-05,2017,1,5,03:10:00,3.0,OLAVARRIA Y AV. VELEZ SARSFIELD,AVENIDA,4,-58.38957669,-34.64410277,CARGAS,CARGAS
2017-0007,1,2017-01-11,2017,1,11,17:00:00,17.0,LIMA Y MEXICO,CALLE,1,-58.3816166,-34.61529543,PEATON,MULTIPLE
2017-0008,1,2017-01-16,2017,1,16,00:40:00,0.0,JOSE A CABRERA Y BONPLAND,CALLE,14,-58.43917004,-34.58494351,MOTO,PASAJEROS
2017-0009,1,2017-01-16,2017,1,16,13:56:00,13.0,AU 25 DE MAYO Y AV. BOEDO,AUTOPISTA,5,-58.41595919,-34.62743346,MOTO,CARGAS
2017-0010,1,2017-01-16,2017,1,16,16:30:00,16.0,AV. DIRECTORIO Y RIGLOS,AVENIDA,6,-58.4356488,-34.62828656,MOTO,AUTO
2017-0011,1,2017-01-22,2017,1,22,02:30:00,2.0,AV. GRAL. PAZ Y AV. R. BALBIN,GRAL PAZ,12,-58.5007381,-34.5497951,MOTO,OBJETO FIJO
2017-0012,1,2017-01-24,2017,1,24,14:00:00,14.0,TRAFUL Y DIOGENES TABORDA,CALLE,4,-58.40969005,-34.6505529,MOTO,CARGAS
2017-0013,1,2017-01-27,2017,1,27,07:00:00,7.0,IRIARTE 3055,AVENIDA,4,-58.38972622,-34.65098981,PEATON,CARGAS
2017-0014,1,2017-01-28,2017,1,28,08:27:34,8.0,AV. DONADO Y ARIAS,AVENIDA,12,-58.49185972,-34.55046754,MOTO,MULTIPLE
2017-0015,1,2017-02-02,2017,2,2,15:18:03,15.0,CORDOBA AV. Y CALLAO,AVENIDA,2,-58.39293417,-34.59963642,PEATON,AUTO
2017-0016,1,2017-02-03,2017,2,3,05:12:21,5.0,"AU 25 DE MAYO, KILOMETRO 8.3, SENTIDO HACIA PROVINCIA DE BUENOS AIRES, C.A.B.A.",AUTOPISTA,1,-58.38099494,-34.62288231,MOTO,CARGAS
2017-0017,1,2017-02-06,2017,2,6,08:00:00,8.0,AV. JUAN B JUSTO Y PARAGUAY,AVENIDA,14,-58.429012,-34.58095431,MOTO,AUTO
2017-0018,1,2017-02-09,2017,2,9,07:00:00,7.0,AV. GRAL. PAZ Y AV. DE LOS CORRALES,GRAL PAZ,9,-58.50877521,-34.66977709,MOTO,AUTO
2017-0021,1,2017-02-18,2017,2,18,05:30:00,5.0,SARMIENTO Y LIBERTAD,CALLE,1,-58.38362373,-34.60509972,MOTO,PASAJEROS
2017-0024,1,2017-02-23,2017,2,23,20:50:00,20.0,AV. RIVADAVIA 7121,AVENIDA,7,-58.46589308,-34.62955795,PEATON,PASAJEROS
2017-0025,1,2017-02-24,2017,2,24,17:05:00,17.0,AV. FERNANDEZ DE LA CRUZ Y RIVERA INDARTE,AVENIDA,7,-58.43614426,-34.6542464,MOTO,
2017-0026,2,2017-02-26,2017,2,26,05:15:00,5.0,AV. PERITO MORENO Y FOURNIER,AVENIDA,4,-58.41842777,-34.64979057,AUTO,OBJETO FIJO
2017-0027,1,2017-02-26,2017,2,26,21:57:00,21.0,AV. CASEROS 1429,AVENIDA,1,-58.38332245,-34.6319325,PEATON,AUTO
2017-0028,1,2017-02-28,2017,2,28,09:20:00,9.0,AV. GAONA Y FRAGATA SARMIENTO,AVENIDA,6,-58.45475488,-34.61196327,PEATON,AUTO
2017-0029,1,2017-03-07,2017,3,7,02:15:00,2.0,MOZART Y TANDIL,CALLE,9,-58.48501341,-34.64742455,,AUTO
2017-0030,1,2017-03-07,2017,3,7,08:00:00,8.0,MOZART Y COLECTORA AV. TTE. LUIS J DELLEPIANE,AVENIDA,9,-58.47010988,-34.65872088,AUTO,PASAJEROS
2017-0031,1,2017-03-11,2017,3,11,01:30:00,1.0,24 DE NOVIEMBRE Y PAVON ,CALLE,3,-58.4099756,-34.62873635,AUTO,OBJETO FIJO
2017-0032,1,2017-03-12,2017,3,12,05:00:00,5.0,AV. GRAL. PAZ Y PEDRO DE MENDOZA,GRAL PAZ,8,-58.48892175,-34.68359163,AUTO,AUTO
2017-0033,1,2017-03-12,2017,3,12,07:30:00,7.0,AV. GRAL. PAZ KM. 10,GRAL PAZ,11,-58.52466448,-34.60325478,AUTO,AUTO
2017-0034,1,2017-03-13,2017,3,13,07:50:00,7.0,GODOY CRUZ 2651,CALLE,14,-58.42554218,-34.57929036,PEATON,AUTO
2017-0035,3,2017-03-23,2017,3,23,05:00:00,5.0,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,1,-58.35881506,-34.61113641,AUTO,OBJETO FIJO
2017-0036,2,2017-03-29,2017,3,29,18:00:00,18.0,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,12,-58.51452347,-34.58159762,MOTO,PASAJEROS
2017-0037,1,2017-03-31,2017,3,31,03:00:00,3.0,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,1,-58.38896772,-34.61799615,MOTO,CARGAS
2017-0038,1,2017-04-01,2017,4,1,19:00:00,19.0,AV. CASTAÑARES Y LAUTARO,AVENIDA,7,-58.44516857,-34.64363363,MOTO,AUTO
2017-0040,1,2017-04-03,2017,4,3,09:40:00,9.0,CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES,AVENIDA,13,-58.43834197,-34.54560369,AUTO,MULTIPLE
2017-0041,1,2017-04-03,2017,4,3,23:15:00,23.0,BALDOMERO FERNANDEZ MORENO 2186,CALLE,7,-58.45485084,-34.63531854,MOTO,AUTO
2017-0042,1,2017-04-10,2017,4,10,09:00:00,9.0,AV. LEOPOLDO LUGONES PKM 6900,GRAL PAZ,14,,,MOTO,CARGAS
2017-0045,1,2017-04-14,2017,4,14,06:15:00,6.0,NOGOYA 5940,CALLE,10,-58.52449285,-34.62454175,MOTO,OBJETO FIJO
2017-0047,1,2017-04-23,2017,4,23,06:30:00,6.0,AV. ARGENTINA Y AV. CORVALAN,AVENIDA,8,-58.46713742,-34.6719879,MOTO,AUTO
2017-0049,1,2017-04-27,2017,4,27,18:16:00,18.0,AV. FERNANDEZ DE LA CRUZ Y VARELA,AVENIDA,8,-58.43850413,-34.65554754,PEATON,PASAJEROS
2017-0050,2,2017-04-28,2017,4,28,11:08:08,11.0,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,9,,,MOTO,CARGAS
2017-0051,1,2017-05-01,2017,5,1,03:47:47,3.0,AU DELLEPIANE 2400,AUTOPISTA,7,,,AUTO,AUTO
2017-0052,1,2017-05-05,2017,5,5,03:40:00,3.0,AV. GRAL. PAZ Y GOLETA JULIA,GRAL PAZ,8,-58.49413799,-34.68095739,PEATON,CARGAS
2017-0053,1,2017-05-05,2017,5,5,20:16:22,20.0,VIEYTES Y VILLARINO,CALLE,4,-58.37547846,-34.65326075,MOTO,CARGAS
2017-0054,1,2017-05-07,2017,5,7,21:00:00,21.0,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,AVENIDA,15,-58.48680218,-34.58689719,MOTO,AUTO
2017-0055,1,2017-05-09,2017,5,9,08:30:00,8.0,AV. DE LOS CONSTITUYENTES 4900,AVENIDA,12,-58.49563989,-34.57962262,AUTO,AUTO
2017-0058,1,2017-05-09,2017,5,9,23:10:00,23.0,AV. CORDOBA Y LIBERTAD,AVENIDA,1,-58.38403232,-34.5991594,PEATON,MOTO
2017-0059,1,2017-05-11,2017,5,11,09:24:00,9.0,BRASIL Y LIMA,CALLE,1,-58.38223382,-34.62693865,PEATON,PASAJEROS
2017-0060,1,2017-05-13,2017,5,13,07:20:00,7.0,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,AVENIDA,8,-58.45966521,-34.67323292,MOTO,OBJETO FIJO
2017-0061,1,2017-05-15,2017,5,15,13:29:30,13.0,PARAGUAY Y AV. CALLAO ,AVENIDA,2,-58.39303911,-34.59871111,PEATON,MOTO
2017-0062,1,2017-05-15,2017,5,15,16:00:00,16.0,AV. JUAN B JUSTO Y SAN BLAS,AVENIDA,10,-58.51262106,-34.63395999,MOTO,CARGAS
2017-0063,1,2017-05-17,2017,5,17,10:13:00,10.0,CHILE Y AV. 9 DE JULIO,AVENIDA,1,-58.38118367,-34.61646839,PEATON,PASAJEROS
2017-0064,1,2017-05-20,2017,5,20,05:00:00,5.0,MAIPU Y PERON,CALLE,1,-58.37653284,-34.60582475,CARGAS,AUTO
2017-0065,1,2017-05-22,2017,5,22,16:00:00,16.0,AV. SUAREZ Y HERRERA,AVENIDA,4,-58.37709334,-34.64035082,BICICLETA,CARGAS
2017-0066,1,2017-05-22,2017,5,22,18:10:00,18.0,AV. SAN MARTIN Y FRAGATA SARMIENTO,AVENIDA,15,-58.46002142,-34.60409469,PEATON,PASAJEROS
2017-0067,1,2017-05-23,2017,5,23,02:45:00,2.0,AV. DIRECTORIO Y AV. JOSE MARIA MORENO,AVENIDA,6,-58.4338197,-34.62801894,MOTO,CARGAS
2017-0068,1,2017-05-27,2017,5,27,19:50:00,19.0,AV. TTE. FRANCISCO RABANAL 2950,AVENIDA,8,-58.43580656,-34.66437532,MOTO,OBJETO FIJO
2017-0069,1,2017-05-24,2017,5,24,14:15:00,14.0,AV. GRAL. PAZ Y ULRICO SCHMIDL,GRAL PAZ,9,-58.52173071,-34.65997463,MOTO,
2017-0070,1,2017-05-30,2017,5,30,13:20:00,13.0,NUEVA YORK  3696,CALLE,11,-58.50791763,-34.59804273,PEATON,AUTO
2017-0072,1,2017-06-03,2017,6,3,23:20:00,23.0,AV. DE LOS CONSTITUYENTES Y VALLEJOS,AVENIDA,12,-58.49175088,-34.58226957,AUTO,AUTO
2017-0073,1,2017-06-04,2017,6,4,09:00:00,9.0,AV. CORRIENTES Y ECUADOR,AVENIDA,3,-58.40781467,-34.60425669,MOTO,AUTO
2017-0074,1,2017-06-04,2017,6,4,12:50:00,12.0,CASCO 133,CALLE,9,-58.52567073,-34.63787791,,
2017-0075,1,2017-06-12,2017,6,12,22:38:00,22.0,AV. DE MAYO Y AV. 9 DE JULIO,AVENIDA,1,-58.381542,-34.60906385,PEATON,MOTO
2017-0076,1,2017-06-13,2017,6,13,14:50:00,14.0,AV. RAMON CASTILLO Y CALLE 12,AVENIDA,2,-58.38526125,-34.5780581,PEATON,CARGAS
2017-0077,1,2017-06-17,2017,6,17,23:45:00,23.0,FRAY JUSTO SANTAMARIA DE ORO 1930,CALLE,14,-58.42934104,-34.58451712,MOTO,CARGAS
2017-0079,1,2017-06-19,2017,6,19,16:26:00,16.0,MEXICO Y DEAN FUNES,CALLE,3,-58.40657493,-34.61781124,MOTO,CARGAS
2017-0080,1,2017-06-22,2017,6,22,10:15:00,10.0,AV. JUAN B ALBERDI Y AV. ESCALADA,AVENIDA,9,-58.49525314,-34.64487785,PEATON,CARGAS
2017-0082,1,2017-06-25,2017,6,25,22:40:00,22.0,AV. ENTRE RIOS Y AV. BRASIL,AVENIDA,4,-58.39092851,-34.62932696,PEATON,AUTO
2017-0083,1,2017-07-04,2017,7,4,00:25:00,0.0,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,AVENIDA,9,-58.49603546,-34.64564271,MOTO,CARGAS
2017-0084,1,2017-07-05,2017,7,5,12:49:00,12.0,AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA,AVENIDA,2,-58.38502878,-34.58703485,PEATON,PASAJEROS
2017-0085,1,2017-07-07,2017,7,7,14:15:00,14.0,TACUARI Y AV. MARTIN GARCIA,AVENIDA,4,-58.37261143,-34.63150425,PEATON,PASAJEROS
2017-0086,1,2017-07-09,2017,7,9,07:30:00,7.0,AV. RIVADAVIA Y MURGUIONDO,AVENIDA,9,-58.51876802,-34.63905965,PEATON,MOTO
2017-0087,1,2017-07-10,2017,7,10,10:45:00,10.0,24 DE NOVIEMBRE 390,CALLE,3,-58.41095567,-34.61516101,PEATON,AUTO
2017-0088,1,2017-07-10,2017,7,10,22:30:00,22.0,AV. PASEO COLON Y BRASIL,AVENIDA,1,-58.36797542,-34.62519403,PEATON,PASAJEROS
2017-0089,1,2017-07-13,2017,7,13,12:05:00,12.0,MARTINIANO LEGUIZAMON 901,CALLE,9,-58.51514709,-34.64787051,,AUTO
2017-0090,1,2017-07-15,2017,7,15,05:15:00,5.0,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ,GRAL PAZ,11,-58.51925642,-34.59171721,PEATON,AUTO
2017-0091,1,2017-07-15,2017,7,15,13:00:00,13.0,SUPERI Y AV. GRAL. PAZ,GRAL PAZ,12,-58.48671535,-34.54321216,MOTO,
2017-0092,1,2017-07-24,2017,7,24,22:16:01,22.0,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),AUTOPISTA,1,-58.38268809,-34.62282019,PEATON,AUTO
2017-0093,1,2017-07-25,2017,7,25,16:48:40,16.0,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO",AUTOPISTA,13,-58.43633522,-34.54966288,PEATON,AUTO
2017-0094,1,2017-07-27,2017,7,27,08:50:00,8.0,VICTOR HUGO 2639,CALLE,10,-58.52640838,-34.61765855,BICICLETA,CARGAS
2017-0095,1,2017-08-06,2017,8,6,08:00:00,8.0,AV. CORDOBA Y JERONIMO SALGUERO,AVENIDA,14,-58.41894306,-34.59778875,MOTO,AUTO
2017-0096,1,2017-08-07,2017,8,7,19:50:00,19.0,AV. CABILDO Y NUÑEZ,AVENIDA,13,-58.46756026,-34.54972741,PEATON,PASAJEROS
2017-0098,1,2017-08-08,2017,8,8,12:10:00,12.0,JOSE BONIFACIO 2114,CALLE,7,-58.45715752,-34.63132912,PEATON,AUTO
2017-0099,1,2017-08-17,2017,8,17,19:45:00,19.0,AV. PTE FIGUEROA ALCORTA 5400,AVENIDA,14,-58.42406784,-34.56213916,BICICLETA,AUTO
2017-0100,1,2017-08-21,2017,8,21,07:45:00,7.0,VENEZUELA 2135,CALLE,3,-58.3967447,-34.61512051,MOTO,OBJETO FIJO
2017-0101,1,2017-08-23,2017,8,23,10:00:00,10.0,AV. FCO. LACROZE Y ZAPATA,AVENIDA,13,-58.44537508,-34.57084818,PEATON,MULTIPLE
2017-0102,1,2017-08-24,2017,8,24,01:10:00,1.0,IRIARTE Y ZAVALETA,AVENIDA,4,-58.40056767,-34.6510708,PEATON,CARGAS
2017-0104,1,2017-08-25,2017,8,25,09:00:00,9.0,AV. 9 DE JULIO Y ESTADOS UNIDOS,AVENIDA,1,-58.38109568,-34.61853244,PEATON,CARGAS
2017-0106,1,2017-08-31,2017,8,31,19:50:00,19.0,FRAY JUSTO SANTAMARIA DE ORO Y GUEMES,CALLE,14,-58.42533612,-34.58035258,PEATON,PASAJEROS
2017-0107,1,2017-09-01,2017,9,1,11:30:00,11.0,AV. DEL LIBERTADOR Y JARAMILLO,AVENIDA,13,-58.46062311,-34.54395182,MOTO,CARGAS
2017-0108,2,2017-09-02,2017,9,2,04:53:08,4.0,AV. GRAL. PAZ Y MACHAIN,GRAL PAZ,12,-58.49491054,-34.54795581,OBJETO FIJO,AUTO
2017-0109,1,2017-09-04,2017,9,4,21:00:00,21.0,AV. DIRECTORIO Y PORTELA,AVENIDA,7,-58.47130269,-34.63665402,MOTO,AUTO
2017-0110,1,2017-09-06,2017,9,6,14:15:00,14.0,LAVALLE Y AV. LEANDRO N ALEM,AVENIDA,1,-58.370488,-34.60189492,PEATON,PASAJEROS
2017-0111,1,2017-09-07,2017,9,7,18:23:37,18.0,USPALLATA Y PIROVANO,CALLE,4,-58.42023854,-34.6423411,PEATON,CARGAS
2017-0112,2,2017-09-10,2017,9,10,09:32:17,9.0,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,7,-58.45807401,-34.6399743,AUTO,OBJETO FIJO
2017-0113,1,2017-09-11,2017,9,11,06:30:00,6.0,AV. SANTA FE Y MAIPU,AVENIDA,1,-58.37697717,-34.59573848,PEATON,PASAJEROS
2017-0114,1,2017-09-15,2017,9,15,02:30:00,2.0,AV. ALVEAR Y AV. DEL LIBERTADOR,AVENIDA,2,-58.3910058,-34.5849866,AUTO,OBJETO FIJO
2017-0115,1,2017-09-19,2017,9,19,18:52:33,18.0,AV. PAVON Y TREINTA Y TRES ORIENTALES,AVENIDA,5,-58.42182126,-34.63089661,MOTO,BICICLETA
2017-0116,1,2017-09-20,2017,9,20,22:24:00,22.0,COLECTORA AV. GRAL. PAZ 5750,GRAL PAZ,12,-58.51389422,-34.58075791,MOTO,OBJETO FIJO
2017-0118,1,2017-09-22,2017,9,22,07:02:09,7.0,VIEYTES Y CRUZ,AVENIDA,4,-58.37585415,-34.65232158,MOTO,AUTO
2017-0120,1,2017-10-02,2017,10,2,15:55:33,15.0,AU DELLEPIANE Y AV. ESCALADA,AUTOPISTA,9,-58.47297505,-34.66245085,MOTO,CARGAS
2017-0123,1,2017-10-10,2017,10,10,01:05:38,1.0,ALBARIÑO Y AV. ARGENTINA,AVENIDA,8,-58.46855503,-34.67216349,PEATON,AUTO
2017-0124,1,2017-10-12,2017,10,12,14:40:28,14.0,JUAN RAMIREZ DE VELAZCO 1211,CALLE,15,-58.44254033,-34.59185043,MOTO,PASAJEROS
2017-0125,1,2017-10-13,2017,10,13,06:12:20,6.0,AV. FERNANDEZ DE LA CRUZ Y LARRAYA,AVENIDA,8,-58.46622247,-34.67926929,MOTO,OBJETO FIJO
2017-0126,2,2017-10-14,2017,10,14,06:15:00,6.0,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,8,-58.48003734,-34.68148508,AUTO,OBJETO FIJO
2017-0127,1,2017-10-16,2017,10,16,07:45:00,7.0,GALLO Y AV. CORDOBA,AVENIDA,2,-58.41192137,-34.59800248,MOTO,MOTO
2017-0128,1,2017-10-17,2017,10,17,12:30:00,12.0,DR. JUAN F. ARANGUREN 611,CALLE,6,-58.44034689,-34.61349731,PEATON,PASAJEROS
2017-0129,1,2017-10-26,2017,10,26,19:15:15,19.0,AU PERITO MORENO Y AU 25 DE MAYO,AUTOPISTA,9,-58.47155277,-34.64925746,MOTO,PASAJEROS
2017-0130,1,2017-10-27,2017,10,27,05:30:00,5.0,CHORROARIN Y AV. SAN MARTIN,AVENIDA,15,-58.47883099,-34.59967065,AUTO,CARGAS
2017-0132,1,2017-10-30,2017,10,30,14:00:00,14.0,COSQUIN Y AV. CNEL. ROCA,AVENIDA,8,-58.46552171,-34.6937413,MOTO,PASAJEROS
2017-0134,1,2017-11-06,2017,11,6,18:00:00,18.0,AV. CNEL. ROCA 3555,AVENIDA,8,-58.4423972,-34.66777987,PEATON,PASAJEROS
2017-0135,1,2017-11-07,2017,11,7,12:14:10,12.0,AV. WARNES Y PUNTA ARENAS,AVENIDA,15,-58.47032551,-34.59626814,MOTO,CARGAS
2017-0136,1,2017-11-16,2017,11,16,08:43:00,8.0,DEL BARCO CENTENERA Y RABANAL,AVENIDA,4,-58.41827843,-34.65522746,PEATON,PASAJEROS
2017-0137,1,2017-11-17,2017,11,17,11:45:00,11.0,AV. GRAL. ENRIQUE MOSCONI Y SAN NICOLAS,AVENIDA,11,-58.51280715,-34.59279388,PEATON,CARGAS
2017-0138,1,2017-11-19,2017,11,19,10:30:00,10.0,AV. LAFUENTE Y AV. EVA PERON,AVENIDA,7,-58.46258582,-34.64385704,MOTO,OBJETO FIJO
2017-0139,1,2017-11-19,2017,11,19,22:30:00,22.0,AV. CNEL. ROCA Y AV. ESCALADA,AVENIDA,8,-58.45064148,-34.68003614,AUTO,OBJETO FIJO
2017-0140,1,2017-11-19,2017,11,19,23:22:17,23.0,AU ARTURO FRONDIZI PKM 3100,AUTOPISTA,4,,,MOTO,PASAJEROS
2017-0141,1,2017-11-23,2017,11,23,19:45:00,19.0,AV. LA PLATA Y AV. PEDRO GOYENA,AVENIDA,6,-58.42717783,-34.62513374,PEATON,PASAJEROS
2017-0143,1,2017-11-25,2017,11,25,21:45:00,21.0,TRELLES Y GRAL. CESAR DIAZ,CALLE,11,-58.46442001,-34.60724519,AUTO,PASAJEROS
2017-0144,1,2017-11-26,2017,11,26,06:45:00,6.0,AV. CNEL. ROCA Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,8,-58.47064556,-34.69843756,AUTO,OBJETO FIJO
2017-0145,1,2017-11-26,2017,11,26,17:05:00,17.0,MAZA Y DON BOSCO,CALLE,5,-58.41677733,-34.61223119,MOTO,AUTO
2017-0147,1,2017-11-28,2017,11,28,11:15:00,11.0,AV. GRAL. PAZ Y AV. EVA PERON,GRAL PAZ,9,-58.5025179,-34.67450313,MOTO,AUTO
2017-0148,1,2017-11-29,2017,11,29,10:45:00,10.0,AV. SAN JUAN Y LA RIOJA,AVENIDA,3,-58.40708125,-34.62438894,PEATON,PASAJEROS
2017-0149,1,2017-11-30,2017,11,30,12:20:00,12.0,AV. PASEO COLON Y MEXICO,AVENIDA,1,-58.36947198,-34.61477051,PEATON,PASAJEROS
2017-0150,1,2017-12-04,2017,12,4,01:15:00,1.0,AV. RIVADAVIA Y MIRALLA,AVENIDA,9,-58.51140889,-34.63934531,PEATON,AUTO
2017-0151,1,2017-12-04,2017,12,4,02:15:00,2.0,VIEYTES Y LUJAN,CALLE,4,-58.37460912,-34.65559133,PEATON,PASAJEROS
2017-0152,1,2017-12-06,2017,12,6,17:30:00,17.0,CACHI Y TRAFUL,CALLE,4,-58.41146277,-34.65073916,BICICLETA,PASAJEROS
2017-0153,2,2017-12-11,2017,12,11,02:00:00,2.0,ROSARIO Y AV. LA PLATA,AVENIDA,6,-58.42855267,-34.61829385,MOTO,PASAJEROS
2017-0154,1,2017-12-11,2017,12,11,09:15:00,9.0,AV. ENTRE RIOS Y AV. CASEROS ,AVENIDA,4,-58.39035581,-34.63412287,PEATON,PASAJEROS
2017-0155,1,2017-12-12,2017,12,12,21:25:41,21.0,AV. RIVADAVIA 6350,AVENIDA,7,-58.45593915,-34.62656868,,MOTO
2017-0157,1,2017-12-17,2017,12,17,09:02:00,9.0,AV. GRAL. PAZ Y HUMAITA,GRAL PAZ,9,-58.52866211,-34.64597065,AUTO,PASAJEROS
2017-0158,1,2017-12-18,2017,12,18,21:30:00,21.0,GUALEGUAYCHU Y COLECTORA AV. GRAL PAZ,GRAL PAZ,11,-58.52037476,-34.59407024,MOTO,AUTO
2017-0159,1,2017-12-20,2017,12,20,04:31:27,4.0,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,1,-58.38896772,-34.61799615,MOTO,AUTO
2017-0160,1,2017-12-22,2017,12,22,13:15:00,13.0,AV. NAZCA 365,AVENIDA,7,-58.47074114,-34.62771756,PEATON,MOTO
2017-0161,1,2017-12-26,2017,12,26,15:30:00,15.0,AV. EVA PERON 5249,AVENIDA,9,-58.48200819,-34.65969965,PEATON,AUTO
2018-0001,1,2018-01-01,2018,1,1,22:50:00,22.0,San Juan Av. Y Rincón,AVENIDA,3,-58.39536773,-34.62297346,PEATON,MOTO
2018-0002,1,2018-01-03,2018,1,3,16:40:00,16.0,Peru 937,CALLE,1,-58.37456088,-34.61895467,BICICLETA,PASAJEROS
2018-0003,1,2018-01-05,2018,1,5,10:12:00,10.0,"Pueyrredon, Honorio, Dr. Av. y Galicia",AVENIDA,15,-58.44860217,-34.60395657,PEATON,MULTIPLE
2018-0004,1,2018-01-09,2018,1,9,09:40:00,9.0,Del Libertador Av. y Manzanares,AVENIDA,13,-58.46129513,-34.54332766,MOTO,MULTIPLE
2018-0005,1,2018-01-09,2018,1,9,22:30:00,22.0,Paseo Colon Av. 1019,AVENIDA,1,-58.36907201,-34.61953517,PEATON,PASAJEROS
2018-0006,1,2018-01-10,2018,1,10,21:15:00,21.0,Valle y Barco Centenera Del,CALLE,6,-58.44062219,-34.62499107,BICICLETA,PASAJEROS
